en	phntc	id	ati	cc
deductive	di@dʌktiv	1437	@d-ei@d-a@k-@t-ei@v-	nonex搭磕nonexnonex
deed	di:d	1438	@d-ei@d-	nonex的
deface	di@feis	1439	@d-ei@f-ei@s-	nonex飞嘶
default	di@fɔ:lt	1440	@d-ei@f-eo@l-@t-	nonex方了nonex
defeatist	di@fi:tist	1441	@d-ei@f-ei@t-ei@s-@t-	nonex飞nonex嘶nonex
defect	di@fekt	1442	@d-ei@f-e@k-@t-	nonex帆磕nonex
defendant	di@fendənt	1443	@d-ei@f-@d-en@t-	nonex肤灯nonex
defense	di@fens	1444	@d-ei@f-@s-	nonex肤嘶
defer	di@fə:	1445	@d-ei@f-a	nonex发
deference	defərəns	1446	@d-e@f-a@rw-en@s-	丹发nonex嘶
deferential	difə@renʃəl	1447	@d-ei@f-a@rw-@sh-a@l-	nonex发入霎了
defiance	di@faiəns	1448	@d-ei@f-ai@-en@s-	nonexnonexnonex嘶
deficiency	di@fiʃənsi	1449	@d-ei@f-ei@sh-en@s-ei	nonex飞申nonex
deficit	defisit	1450	@d-e@f-ei@s-ei@t-	丹飞nonexnonex
defile	di@fail	1451	@d-ei@f-ai@l-	nonexnonex了
defined	di@faind	1452	@d-ei@f-@d-	nonex肤的
definite	definit	1453	@d-e@f-@-ei@t-	丹肤nonexnonex
definition	defi@niʃən	1454	@d-e@f-@-ei@sh-en	丹肤nonex申
definitive	di@finitiv	1455	@d-ei@f-@-ei@t-ei@v-	nonex肤nonexnonexnonex
deflated	di@fleitid	1456	@d-ei@f-@l-ei@t-ei@d-	nonex肤雷nonex的
deflect	di@flekt	1457	@d-ei@f-@l-e@k-@t-	nonex肤兰磕nonex
defoliator	di@fəulieitə	1458	@d-ei@f-eu@l-@t-a	nonex否了他
deforestation	di@fɔris@teiʃən	1459	@d-ei@f-eo@rw-ei@s-@t-ei@sh-en	nonex方锐嘶nonex申
defraud	di@frɔ:d	1460	@d-ei@f-@rw-eo@d-	nonex肤nonex的
deft	deft	1461	@d-e@f-@t-	丹肤nonex
defuse	di:@fju:z	1462	@d-ei@f-@y-u@z-	nonex肤豫nonex
defy	di@fai	1463	@d-ei@f-ai	nonexnonex
degradation	deɡrə@deiʃən	1464	@d-e@-@rw-a@d-ei@sh-en	丹若nonex申
dehydrate	di:@haidreit	1465	@d-ei@h-ai@d-@rw-ei@t-	nonex垓的锐nonex
deify	di:ifai	1466	@d-ei@-ei@f-ai	nonexnonexnonex
deign	dein	1467	@d-	的
dejected	di@dʒektid	1468	@d-ei@d-@r-e@k-@t-ei@d-	nonex的然磕nonex的
delectable	di@lektəbl	1469	@d-ei@l-e@k-@t-a@b-@l-	nonex兰磕他不了
delegate	deliɡit	1470	@d-e@l-ei@-ei@t-	丹雷nonexnonex
deleterious	deli@tiəriəs	1471	@d-e@l-ei@t-ei@rw-ei@s-	丹雷nonex锐嘶
deliberate	di@libəreit	1472	@d-ei@l-ei@b-a@rw-ei@t-	nonex雷八锐nonex
delicacy	delikəsi	1473	@d-e@l-ei@k-a@s-ei	丹雷劾nonex
delicate	delikit	1474	@d-e@l-ei@k-ei@t-	丹雷nonexnonex
delimit	di:@limit	1475	@d-ei@l-ei@-ei@t-	nonex雷nonexnonex
delineate	di@linieit	1476	@d-ei@l-@-@t-	nonex了nonex
delinquency	di@liŋkwənsi	1477	@d-ei@l-ei@ng-@k-@v-en@s-ei	nonex雷nonex磕温nonex
delinquent	di@liŋkwənt	1478	@d-ei@l-ei@ng-@k-@v-en@t-	nonex雷nonex磕温nonex
delirious	di@liriəs	1479	@d-ei@l-ei@rw-ei@s-	nonex雷锐嘶
delirium	di@liriəm	1480	@d-ei@l-ei@rw-ei@-	nonex雷锐
delta	deltə	1481	@d-e@l-@t-a	丹了他
delude	di@lu:d	1482	@d-ei@l-u@d-	nonexnonex的
deluge	delju:dʒ	1483	@d-e@l-@y-u@d-@r-	丹了豫的nonex
delusion	di@lu:ʒən	1484	@d-ei@l-u@r-en	nonexnonex人
delve	delv	1485	@d-e@l-@v-	丹了nonex
demagogue	deməɡɔɡ	1486	@d-e@-a@-eo@-	丹啊nonex
demand	di@mɑ:nd	1487	@d-ei@-@d-	nonex的
demanding	di@mɑ:ndiŋ	1488	@d-ei@-@d-ei@ng-	nonexnonexnonex
demean	di@mi:n	1489	@d-ei@-	nonex
demise	di@maiz	1490	@d-ei@-ai@z-	nonex哎nonex
demography	di:@mɔɡrəfi	1491	@d-ei@-eo@-@rw-a@f-ei	nonexnonex若飞
demolish	di@mɔliʃ	1492	@d-ei@-eo@l-ei@sh-	nonexnonex雷什
demolition	demə@liʃən	1493	@d-e@-a@l-ei@sh-en	丹啊雷申
demonstrate	demənstreit	1494	@d-e@-en@s-@t-@rw-ei@t-	丹nonex嘶nonex锐nonex
demonstrative	di@mɔnstrətiv	1495	@d-ei@-@s-@t-@rw-a@t-ei@v-	nonex嘶nonex若nonexnonex
demoralize	di@mɔrəlaiz	1496	@d-ei@-eo@rw-a@l-ai@z-	nonexnonex若来nonex
demote	di@məut	1497	@d-ei@-eu@t-	nonexnonexnonex
demotic	di(:)@mɔtik	1498	@d-ei@-@-@-@-eo@t-ei@k-	nonexnonexnonex磕
demur	di@mə:	1499	@d-ei@-a	nonex啊
demystify	di:@mistifai	1500	@d-ei@-ei@s-@t-ei@f-ai	nonexnonex嘶nonexnonex
den	den	1501	@d-	的
denigrate	deniɡreit	1502	@d-@-ei@-@rw-ei@t-	的nonex锐nonex
denim	denim	1503	@d-@-ei@-	的nonex
denizen	denizn	1504	@d-@-ei@z-	的nonexnonex
denomination	di@nɔmi@neiʃən	1505	@d-@-eo@-@-ei@sh-en	的nonexnonex申
denote	di@nəut	1506	@d-@-eu@t-	的nonexnonex
denouement	dei@nu:mɔŋ	1507	@d-@-u@-eo@ng-	的无nonexnonex
denounce	di@nauns	1508	@d-@-@s-	的嘶
dent	dent	1509	@d-@t-	的nonex
denture	dentʃə	1510	@d-@t-@sh-a	的nonex霎
denude	di@nju:d	1511	@d-@y-u@d-	的豫的
denunciation	di@nʌnsi@eiʃ(ə)n	1512	@d-@-@s-ei@-ei@sh-@-a@-	的nonexnonex什啊
depict	di@pikt	1513	@d-ei@p-ei@k-@t-	nonex胚磕nonex
deplete	di@pli:t	1514	@d-ei@p-@l-ei@t-	nonex扑雷nonex
deplore	di@plɔ:	1515	@d-ei@p-@l-eo	nonex扑郎
deport	di@pɔ:t	1516	@d-ei@p-eo@t-	nonex乓nonex
deportation	dipɔ:@teiʃən	1517	@d-ei@p-eo@t-ei@sh-en	nonex乓nonex申
depose	di@pəuz	1518	@d-ei@p-eu@z-	nonexnonexnonex
deposition	depə@ziʃən	1519	@d-e@p-a@z-ei@sh-en	丹趴贼申
depraved	di@preivd	1520	@d-ei@p-@rw-ei@v-@d-	nonex扑锐nonex的
depravity	di@præviti	1521	@d-ei@p-@rw-e@v-ei@t-ei	nonex扑软危nonex
deprecate	deprikeit	1522	@d-e@p-@rw-ei@k-ei@t-	丹扑锐nonexnonex
depreciate	di@pri:ʃieit	1523	@d-ei@p-@rw-ei@sh-@t-	nonex扑锐什nonex
depressed	di@prest	1524	@d-ei@p-@rw-e@s-@t-	nonex扑软嘶nonex
depression	di@preʃən	1525	@d-ei@p-@rw-e@sh-en	nonex扑软申
deprivation	depri@veiʃən	1526	@d-e@p-@rw-ei@v-ei@sh-en	丹扑锐危申
deputy	depjuti	1527	@d-e@p-@y-u@t-ei	丹扑豫nonex
deracinate	di@ræsineit	1528	@d-ei@rw-e@s-@-ei@t-	nonex软嘶nonexnonex
deranged	di@reindʒd	1529	@d-ei@rw-@d-@r-@d-	nonex入的nonex的
derelict	derilikt	1530	@d-e@rw-ei@l-ei@k-@t-	丹锐雷磕nonex
dereliction	deri@likʃən	1531	@d-e@rw-ei@l-ei@k-@sh-en	丹锐雷磕申
deride	di@raid	1532	@d-ei@rw-ai@d-	nonexnonex的
derivation	deri@veiʃən	1533	@d-e@rw-ei@v-ei@sh-en	丹锐危申
derivative	di@rivətiv	1534	@d-ei@rw-ei@v-a@t-ei@v-	nonex锐戍nonexnonex
dermatologist	də:mə@tɔlədʒist	1535	@d-a@-a@t-eo@l-a@d-@r-ei@s-@t-	搭啊汤垃的nonex嘶nonex
derogate	derəɡeit	1536	@d-e@rw-a@-ei@t-	丹若nonexnonex
derogatory	di@rɔɡətəri	1537	@d-ei@rw-eo@-a@t-a@rw-ei	nonexnonex啊他锐
descend	di@send	1538	@d-ei@s-@d-	nonex嘶的
descendant	di@send(ə)nt	1539	@d-ei@s-@d-@-a@-@t-	nonex嘶的啊nonex
descent	di@sent	1540	@d-ei@s-@t-	nonex嘶nonex
descry	dis@krai	1541	@d-ei@s-@k-@rw-ai	nonex嘶磕nonex
desecrate	desikreit	1542	@d-e@s-ei@k-@rw-ei@t-	丹nonex磕锐nonex
desert	di@zə:t	1543	@d-ei@z-a@t-	nonex伸nonex
deserted	di@zə:tid	1544	@d-ei@z-a@t-ei@d-	nonex伸nonex的
deserter	di@zə:tə	1545	@d-ei@z-a@t-a	nonex伸他
desertion	di@zə:ʃən	1546	@d-ei@z-a@sh-en	nonex伸申
desiccate	desikeit	1547	@d-e@s-ei@k-ei@t-	丹nonexnonexnonex
designation	deziɡ@neiʃən	1548	@d-e@z-ei@-ei@sh-en	丹贼nonex申
designer	di@zainə	1549	@d-ei@z-@-a	nonexnonex啊
desirable	di@zaiərəbl	1550	@d-ei@z-ai@-a@rw-a@b-@l-	nonex灾啊若不了
desperate	despərit	1551	@d-e@s-@p-a@rw-ei@t-	丹嘶趴锐nonex
despicable	despikəbl	1552	@d-e@s-@p-ei@k-a@b-@l-	丹嘶胚劾不了
despise	dis@paiz	1553	@d-ei@s-@p-ai@z-	nonex嘶拍nonex
despondent	dis@pɔndənt	1554	@d-ei@s-@p-@d-en@t-	nonex嘶扑灯nonex
despot	despɔt	1555	@d-e@s-@p-eo@t-	丹嘶乓nonex
despotic	des@pɔtik	1556	@d-e@s-@p-eo@t-ei@k-	丹嘶乓nonex磕
despotism	despətizəm	1557	@d-e@s-@p-a@t-ei@z-a@-	丹嘶趴nonex伸
destitution	desti@tju:ʃən	1558	@d-e@s-@t-ei@t-@y-u@sh-en	丹嘶nonexnonex豫申
desultory	desəltəri	1559	@d-e@s-a@l-@t-a@rw-ei	丹刹了他锐
detach	di@tætʃ	1560	@d-ei@t-e@t-@sh-	nonex贪nonex什
detached	di@tætʃt	1561	@d-ei@t-e@t-@sh-@t-	nonex贪nonex什nonex
detain	di@tein	1562	@d-ei@t-	nonexnonex
detection	di@tekʃən	1563	@d-ei@t-e@k-@sh-en	nonex贪磕申
deter	di@tə:	1564	@d-ei@t-a	nonex他
detergent	di@tə:dʒənt	1565	@d-ei@t-a@d-@r-en@t-	nonex他的人nonex
deteriorate	di@tiəriəreit	1566	@d-ei@t-ei@rw-ei@rw-ei@t-	nonexnonex锐锐nonex
deterioration	di@tiəriə@reiʃən	1567	@d-ei@t-ei@rw-ei@rw-ei@sh-en	nonexnonex锐锐申
determinant	di@tə:minənt	1568	@d-ei@t-a@-@-en@t-	nonex他nonexnonex
determination	di@tə:mi@neiʃən	1569	@d-ei@t-a@-@-ei@sh-en	nonex他nonex申
detest	di@test	1570	@d-ei@t-e@s-@t-	nonex贪嘶nonex
detonation	detəu@neiʃən	1571	@d-e@t-@-ei@sh-en	丹nonexnonex申
detour	di:tuə(r)	1572	@d-ei@t-o@-@-	nonex佗
detraction	di@trækʃən	1573	@d-ei@t-@rw-e@k-@sh-en	nonexnonex软磕申
detrimental	detri@mentl	1574	@d-e@t-@rw-ei@-@t-@l-	丹nonex锐nonex了
detritus	di@traitəs	1575	@d-ei@t-@rw-ai@t-a@s-	nonexnonexnonex他嘶
devastate	devəsteit	1576	@d-e@v-a@s-@t-ei@t-	丹戍嘶nonexnonex
deviant	di:viənt	1577	@d-ei@v-@t-	nonexnonexnonex
deviate	di:vieit	1578	@d-ei@v-@t-	nonexnonexnonex
deviation	di:vi@eiʃən	1579	@d-ei@v-ei@-ei@sh-en	nonex危nonex申
devious	di:vjəs	1580	@d-ei@v-@y-a@s-	nonexnonex丫嘶
devise	di@vaiz	1581	@d-ei@v-ai@z-	nonex歪nonex
devoid	di@vɔid	1582	@d-ei@v-eo@d-	nonex汪的
devoted	di@vəutid	1583	@d-ei@v-eu@t-ei@d-	nonexnonexnonex的
devotee	devəu@ti:	1584	@d-e@v-eu@t-ei	丹nonexnonex
devotional	di@vəuʃənəl	1585	@d-ei@v-eu@sh-en@-a@l-	nonexnonex申啊了
devour	di@vauə	1586	@d-ei@v-ao@-a	nonexnonex啊
devout	di@vaut	1587	@d-ei@v-ao@t-	nonexnonexnonex
dexterity	deks@teriti	1588	@d-e@k-@s-@t-e@rw-ei@t-ei	丹磕嘶贪锐nonex
dexterous	dekstərəs	1589	@d-e@k-@s-@t-a@rw-a@s-	丹磕嘶他若嘶
diabetes	daiə@bi:ti:z	1590	@d-ai@-a@b-ei@t-ei@z-	呆啊杯nonexnonex
diabolical	daiə@bɔlikəl	1591	@d-ai@-a@b-eo@l-ei@k-a@l-	呆啊邦雷劾了
diagnose	daiəɡnəuz	1592	@d-ai@-a@-eu@z-	呆啊nonexnonex
diagonal	dai@æɡənl	1593	@d-ai@-e@-en@l-	呆鳄nonex了
diagram	daiəɡræm	1594	@d-ai@-a@-@rw-e@-	呆啊软
dialect	daiəlekt	1595	@d-ai@-a@l-e@k-@t-	呆啊兰磕nonex
diameter	dai@æmitə	1596	@d-ai@-e@-ei@t-a	呆鳄nonex他
diaphanous	dai@æfənəs	1597	@d-ai@-e@f-en@-a@s-	呆鳄分啊嘶
diatribe	daiətraib	1598	@d-ai@-a@t-@rw-ai@b-	呆啊nonexnonex不
dictate	dik@teit	1599	@d-ei@k-@t-ei@t-	nonex磕nonexnonex
didactic	di@dæktik	1600	@d-ei@d-e@k-@t-ei@k-	nonex丹磕nonex磕
die	dai	1601	@d-ai	呆
diehard	daihɑ:d	1602	@d-ai@h-a@d-	呆哈的
differentiate	difə@renʃieit	1603	@d-ei@f-a@rw-@sh-@t-	nonex发入什nonex
diffident	difidənt	1604	@d-ei@f-ei@d-en@t-	nonex飞灯nonex
diffuse	di@fju:z	1605	@d-ei@f-@y-u@z-	nonex肤豫nonex
digestion	di@dʒestʃən	1606	@d-ei@d-@r-e@s-@t-@sh-en	nonex的然嘶nonex申
digit	didʒit	1607	@d-ei@d-@r-ei@t-	nonex的nonexnonex
dignity	diɡniti	1608	@d-ei@-ei@t-ei	nonexnonexnonex
digress	dai@ɡres	1609	@d-ai@-@rw-e@s-	呆软嘶
digression	dai@ɡreʃən	1610	@d-ai@-@rw-e@sh-en	呆软申
dilapidate	di@læpi@deit	1611	@d-ei@l-e@p-ei@d-ei@t-	nonex兰胚nonexnonex
dilapidated	di@læpideitid	1612	@d-ei@l-e@p-ei@d-ei@t-ei@d-	nonex兰胚nonexnonex的
dilate	dai@leit	1613	@d-ai@l-ei@t-	呆雷nonex
dilatory	dilətəri	1614	@d-ei@l-a@t-a@rw-ei	nonex垃他锐
dilemma	di@lemə	1615	@d-ei@l-e@-a	nonex兰啊
dilettante	dili@tænti	1616	@d-ei@l-ei@t-e@t-ei	nonex雷贪nonex
diligence	dilidʒəns	1617	@d-ei@l-ei@d-@r-en@s-	nonex雷的人嘶
dilute	dai@lju:t	1618	@d-ai@l-@y-u@t-	呆了豫nonex
dim	dim	1619	@d-ei@-	nonex
dimension	di@menʃən	1620	@d-ei@-@sh-en	nonex申
diminution	dimi@nju:ʃən	1621	@d-ei@-@y-u@sh-en	nonex豫申
dimple	dimpl	1622	@d-ei@-@p-@l-	nonex扑了
din	din	1623	@d-	的
dingy	dindʒi	1624	@d-@d-@r-ei	的的nonex
diplomatic	diplə@mætik	1625	@d-ei@p-@l-a@-e@t-ei@k-	nonex扑垃鳄nonex磕
dire	daiə	1626	@d-ai@-a	呆啊
dirge	də:dʒ	1627	@d-a@d-@r-	搭的nonex
disabuse	disə@bju:z	1628	@d-ei@s-a@b-@y-u@z-	nonex刹不豫nonex
disaffect	disə@fekt	1629	@d-ei@s-a@f-e@k-@t-	nonex刹帆磕nonex
disagreeable	disə@ɡriəbl	1630	@d-ei@s-a@-@rw-ei@b-@l-	nonex刹锐不了
disarm	dis@ɑ:m	1631	@d-ei@s-a@-	nonex刹
disarray	disə@rei	1632	@d-ei@s-a@rw-ei	nonex刹锐
disaster	di@zɑ:stə	1633	@d-ei@z-a@s-@t-a	nonex伸嘶他
disbar	dis@bɑ:	1634	@d-ei@s-@b-a	nonex嘶八
disburse	dis@bə:s	1635	@d-ei@s-@b-a@s-	nonex嘶八嘶
discard	dis@kɑ:d	1636	@d-ei@s-@k-a@d-	nonex嘶劾的
discern	di@sə:n	1637	@d-ei@s-	nonex嘶
discernible	di@sə:nəbl	1638	@d-ei@s-@-a@b-@l-	nonex嘶啊不了
discerning	di@sə:niŋ	1639	@d-ei@s-@-ei@ng-	nonex嘶nonexnonex
discharge	dis@tʃɑ:dʒ	1640	@d-ei@s-@t-@sh-a@d-@r-	nonex嘶nonex霎的nonex
disciple	di@saipl	1641	@d-ei@s-ai@p-@l-	nonex腮扑了
discipline	disiplin	1642	@d-ei@s-ei@p-@l-	nonexnonex扑了
disclaim	dis@kleim	1643	@d-ei@s-@k-@l-ei@-	nonex嘶磕雷
disclose	dis@kləuz	1644	@d-ei@s-@k-@l-eu@z-	nonex嘶磕娄nonex
discography	dis@kɔɡrəfi	1645	@d-ei@s-@k-eo@-@rw-a@f-ei	nonex嘶侃若飞
discombobulate	diskʌm@bɔbjuleit	1646	@d-ei@s-@k-a@-@b-eo@b-@y-u@l-ei@t-	nonex嘶劾邦不豫雷nonex
discombobulated	diskʌm@bɔbjuleitid	1647	@d-ei@s-@k-a@-@b-eo@b-@y-u@l-ei@t-ei@d-	nonex嘶劾邦不豫雷nonex的
discomfit	dis@kʌmfit	1648	@d-ei@s-@k-a@-@f-ei@t-	nonex嘶劾飞nonex
discomfited	dis@kʌmfitid	1649	@d-ei@s-@k-a@-@f-ei@t-ei@d-	nonex嘶劾飞nonex的
discomfiture	dis@kʌmfitʃə	1650	@d-ei@s-@k-a@-@f-ei@t-@sh-a	nonex嘶劾飞nonex霎
discompose	diskəm@pəuz	1651	@d-ei@s-@k-a@-@p-eu@z-	nonex嘶劾nonexnonex
disconcert	diskən@sə:t	1652	@d-ei@s-@k-en@s-a@t-	nonex嘶肯刹nonex
discord	diskɔ:d	1653	@d-ei@s-@k-eo@d-	nonex嘶侃的
discount	diskaunt	1654	@d-ei@s-@k-@t-	nonex嘶磕nonex
discourse	dis@kɔ:s	1655	@d-ei@s-@k-eo@s-	nonex嘶侃嘶
discredit	dis@kredit	1656	@d-ei@s-@k-@rw-e@d-ei@t-	nonex嘶磕软nonexnonex
discreet	dis@kri:t	1657	@d-ei@s-@k-@rw-ei@t-	nonex嘶磕锐nonex
discrepancy	dis@krepənsi	1658	@d-ei@s-@k-@rw-e@p-en@s-ei	nonex嘶磕软喷nonex
discrete	dis@kri:t	1659	@d-ei@s-@k-@rw-ei@t-	nonex嘶磕锐nonex
discretion	dis@kreʃən	1660	@d-ei@s-@k-@rw-e@sh-en	nonex嘶磕软申
discretionary	dis@kreʃənəri	1661	@d-ei@s-@k-@rw-e@sh-en@-a@rw-ei	nonex嘶磕软申啊锐
discriminate	dis@krimineit	1662	@d-ei@s-@k-@rw-ei@-@-ei@t-	nonex嘶磕锐nonexnonex
discriminatory	di@skriminətəri	1663	@d-ei@s-@k-@rw-ei@-@-a@t-a@rw-ei	nonex嘶磕锐啊他锐
discursive	dis@kə:siv	1664	@d-ei@s-@k-a@s-ei@v-	nonex嘶劾nonexnonex
disdain	dis@dein	1665	@d-ei@s-@d-	nonex嘶的
disembodied	disim@bɔdid	1666	@d-ei@s-ei@-@b-eo@d-ei@d-	nonexnonex邦nonex的
disenchant	disin@tʃɑ:nt	1667	@d-ei@s-@t-@sh-@t-	nonex嘶nonex什nonex
disengage	disin@ɡeidʒ	1668	@d-ei@s-@-ei@d-@r-	nonex嘶nonex的nonex
disentangle	disin@tæŋɡl	1669	@d-ei@s-@t-e@ng-@-@l-	nonex嘶贪nonex了
disfigure	dis@fiɡə	1670	@d-ei@s-@f-ei@-a	nonex嘶飞啊
disgorge	dis@ɡɔ:dʒ	1671	@d-ei@s-@-eo@d-@r-	nonex嘶nonex的nonex
disgruntle	dis@ɡrʌntl	1672	@d-ei@s-@-@rw-@t-@l-	nonex嘶入nonex了
disguise	dis@ɡaiz	1673	@d-ei@s-@-ai@z-	nonex嘶哎nonex
disgust	dis@ɡʌst	1674	@d-ei@s-@-a@s-@t-	nonex嘶啊嘶nonex
disillusion	disi@lu:ʒən	1675	@d-ei@s-ei@l-u@r-en	nonexnonexnonex人
disinfect	disin@fekt	1676	@d-ei@s-@f-e@k-@t-	nonex嘶帆磕nonex
disinfectant	disin@fekt(ə)nt	1677	@d-ei@s-@f-e@k-@t-@-a@-@t-	nonex嘶帆磕nonex啊nonex
disinter	disin@tə:	1678	@d-ei@s-@t-a	nonex嘶他
disinterested	dis@intristid	1679	@d-ei@s-@t-@rw-ei@s-@t-ei@d-	nonex嘶nonex锐嘶nonex的
disjunction	dis@dʒʌŋkʃən	1680	@d-ei@s-@d-@r-a@ng-@k-@sh-en	nonex嘶的热nonex磕申
disjunctive	dis@dʒʌŋktiv	1681	@d-ei@s-@d-@r-a@ng-@k-@t-ei@v-	nonex嘶的热nonex磕nonexnonex
dislocate	disləkeit	1682	@d-ei@s-@l-a@k-ei@t-	nonex嘶垃nonexnonex
dislodge	dis@lɔdʒ	1683	@d-ei@s-@l-eo@d-@r-	nonex嘶郎的nonex
dismal	dizməl	1684	@d-ei@z-@-a@l-	nonexnonex啊了
dismantle	dis@mæntl	1685	@d-ei@s-@-e@t-@l-	nonex嘶鳄nonex了
dismay	dis@mei	1686	@d-ei@s-@-ei	nonex嘶nonex
disparage	dis@pæridʒ	1687	@d-ei@s-@p-e@rw-ei@d-@r-	nonex嘶攀锐的nonex
disparate	dispərit	1688	@d-ei@s-@p-a@rw-ei@t-	nonex嘶趴锐nonex
disparity	dis@pæriti	1689	@d-ei@s-@p-e@rw-ei@t-ei	nonex嘶攀锐nonex
dispassionate	dis@pæʃənit	1690	@d-ei@s-@p-e@sh-en@-ei@t-	nonex嘶攀申nonexnonex
dispatch	dis@pætʃ	1691	@d-ei@s-@p-e@t-@sh-	nonex嘶攀nonex什
dispel	dis@pel	1692	@d-ei@s-@p-e@l-	nonex嘶攀了
dispensable	dis@pensəbl	1693	@d-ei@s-@p-@s-a@b-@l-	nonex嘶扑刹不了
dispense	dis@pens	1694	@d-ei@s-@p-@s-	nonex嘶扑嘶
disperse	dis@pə:s	1695	@d-ei@s-@p-a@s-	nonex嘶趴嘶
displace	dis@pleis	1696	@d-ei@s-@p-@l-ei@s-	nonex嘶扑雷嘶
disposable	dis@pəuzəbl	1697	@d-ei@s-@p-eu@z-a@b-@l-	nonex嘶nonex伸不了
disposal	dis@pəuzəl	1698	@d-ei@s-@p-eu@z-a@l-	nonex嘶nonex伸了
dispose	dis@pəuz	1699	@d-ei@s-@p-eu@z-	nonex嘶nonexnonex
disposed	di@spəuzd	1700	@d-ei@s-@p-eu@z-@d-	nonex嘶nonexnonex的
disposition	dispə@ziʃən	1701	@d-ei@s-@p-a@z-ei@sh-en	nonex嘶趴贼申
disproof	dispru:f	1702	@d-ei@s-@p-@rw-u@f-	nonex嘶扑nonex肤
disprove	dis@pru:v	1703	@d-ei@s-@p-@rw-u@v-	nonex嘶扑nonexnonex
dispute	dis@pju:t	1704	@d-ei@s-@p-@y-u@t-	nonex嘶扑豫nonex
disregard	disri@ɡɑ:d	1705	@d-ei@s-@rw-ei@-a@d-	nonex嘶锐啊的
disrepute	disri@pju:t	1706	@d-ei@s-@rw-ei@p-@y-u@t-	nonex嘶锐扑豫nonex
disrupt	dis@rʌpt	1707	@d-ei@s-@rw-a@p-@t-	nonex嘶若扑nonex
disruptive	dis@rʌptiv	1708	@d-ei@s-@rw-a@p-@t-ei@v-	nonex嘶若扑nonexnonex
dissect	di@sekt	1709	@d-ei@s-e@k-@t-	nonex三磕nonex
dissemble	di@sembl	1710	@d-ei@s-e@-@b-@l-	nonex三不了
disseminate	di@semineit	1711	@d-ei@s-e@-@-ei@t-	nonex三nonexnonex
dissent	di@sent	1712	@d-ei@s-@t-	nonex嘶nonex
dissertation	disə(:)@teiʃən	1713	@d-ei@s-a@-@-@-@t-ei@sh-en	nonex刹nonex申
dissident	disidənt	1714	@d-ei@s-ei@d-en@t-	nonexnonex灯nonex
dissimulate	di@simjuleit	1715	@d-ei@s-ei@-@y-u@l-ei@t-	nonexnonex豫雷nonex
dissipate	disipeit	1716	@d-ei@s-ei@p-ei@t-	nonexnonex胚nonex
dissociation	di@səusi@eiʃən	1717	@d-ei@s-eu@s-ei@-ei@sh-en	nonex搜nonexnonex申
dissolute	disəlju:t	1718	@d-ei@s-a@l-@y-u@t-	nonex刹了豫nonex
dissolve	di@zɔlv	1719	@d-ei@z-eo@l-@v-	nonex藏了nonex
dissonant	disənənt	1720	@d-ei@s-en@-en@t-	nonex森nonexnonex
dissuade	di@sweid	1721	@d-ei@s-@v-ei@d-	nonex嘶危的
distant	distənt	1722	@d-ei@s-@t-en@t-	nonex嘶疼nonex
distend	dis@tend	1723	@d-ei@s-@t-@d-	nonex嘶nonex的
distension	dis@tenʃən	1724	@d-ei@s-@t-@sh-en	nonex嘶nonex申
distill	di@stil	1725	@d-ei@s-@t-ei@l-	nonex嘶nonex了
distinct	dis@tiŋkt	1726	@d-ei@s-@t-ei@ng-@k-@t-	nonex嘶nonexnonex磕nonex
distinction	dis@tiŋkʃən	1727	@d-ei@s-@t-ei@ng-@k-@sh-en	nonex嘶nonexnonex磕申
distinctive	dis@tiŋktiv	1728	@d-ei@s-@t-ei@ng-@k-@t-ei@v-	nonex嘶nonexnonex磕nonexnonex
distinguished	dis@tiŋɡwiʃt	1729	@d-ei@s-@t-ei@ng-@-@v-ei@sh-@t-	nonex嘶nonexnonex危什nonex
distort	dis@tɔ:t	1730	@d-ei@s-@t-eo@t-	nonex嘶汤nonex
distract	dis@trækt	1731	@d-ei@s-@t-@rw-e@k-@t-	nonex嘶nonex软磕nonex
distracted	dis@træktid	1732	@d-ei@s-@t-@rw-e@k-@t-ei@d-	nonex嘶nonex软磕nonex的
distraught	dis@trɔ:t	1733	@d-ei@s-@t-@rw-eo@t-	nonex嘶nonexnonexnonex
distress	dis@tres	1734	@d-ei@s-@t-@rw-e@s-	nonex嘶nonex软嘶
distribute	dis@tribju(:)t	1735	@d-ei@s-@t-@rw-ei@b-@y-u@-@-@-@t-	nonex嘶nonex锐不豫nonex
district	distrikt	1736	@d-ei@s-@t-@rw-ei@k-@t-	nonex嘶nonex锐磕nonex
ditty	diti	1737	@d-ei@t-ei	nonexnonex
diurnal	dai@ə:nl	1738	@d-ai@-@l-	呆了
diva	di:və	1739	@d-ei@v-a	nonex戍
diver	daivə	1740	@d-ai@v-a	呆戍
diverge	dai@və:dʒ	1741	@d-ai@v-a@d-@r-	呆戍的nonex
divergent	dai@və:dʒənt	1742	@d-ai@v-a@d-@r-en@t-	呆戍的人nonex
diverse	dai@və:s	1743	@d-ai@v-a@s-	呆戍嘶
diversity	dai@və:siti	1744	@d-ai@v-a@s-ei@t-ei	呆戍nonexnonex
divert	di@və:t	1745	@d-ei@v-a@t-	nonex戍nonex
divest	dai@vest	1746	@d-ai@v-e@s-@t-	呆弯嘶nonex
divestiture	dai@vestitʃə	1747	@d-ai@v-e@s-@t-ei@t-@sh-a	呆弯嘶nonexnonex霎
divine	di@vain	1748	@d-ei@v-	nonexnonex
